STATION;DATE;AWND;TAVG;TMAX;TMIN;WT01;WT02;WT03;WT04;WT05;WT06;WT07;WT08;WT09;WT10;WT11;WT13;WT14;WT15;WT16;WT17;WT18;WT19;WT21;WT22
USW00014765;23.08.2007;Haz.26;;76;63;1;;;;;;;;;;;1;1;;1;;;;;
USW00014765;24.08.2007;Eyl.84;;88;67;1;;;;;;;;;;;1;;;;;;;;
USW00014765;25.08.2007;A?u.72;;92;70;1;;;;;;;1;;;;1;;;;;;;;
USW00014765;26.08.2007;Haz.26;;87;70;1;;;;;;;1;;;;1;;;1;;;;;
USW00014765;27.08.2007;Tem.61;;84;65;;;;;;;;;;;;;;;;;;;;
USW00014765;28.08.2007;May.14;;85;61;;;;;;;;;;;;;;;;;;;;
USW00014765;29.08.2007;Haz.49;;83;58;;;;;;;;;;;;;;;;;;;;
USW00014765;30.08.2007;6.Nis;;85;60;;;;;;;;;;;;;;;;;;;;
USW00014765;31.08.2007;Tem.61;;86;61;;;;;;;;;;;;;;;;;;;;
USW00014765;1.09.2007;Eki.51;;81;62;;;;;;;;;;;;;;;;;;;;
USW00014765;2.09.2007;Tem.83;;77;55;;;;;;;;;;;;;;;;;;;;
USW00014765;3.09.2007;Kas.86;;84;58;;;;;;;;;;;;;;;;;;;;
USW00014765;4.09.2007;8.May;;85;61;;;;;;;;1;;;;;;;;;;;;
USW00014765;5.09.2007;6.Nis;;80;52;;;;;;;;;;;;;;;;;;;;
USW00014765;6.09.2007;A?u.50;;74;56;;;;;;;;;;;;;;;;;;;;
USW00014765;7.09.2007;Eki.29;;89;65;;;;;;;;;;;;;;;;;;;;
USW00014765;8.09.2007;Eki.51;;92;69;;;;;;;;;;;;;;;;;;;;
USW00014765;9.09.2007;Tem.38;;80;62;;;;;;;;;;;;;;;1;;;;;
USW00014765;10.09.2007;May.82;;72;61;1;;;;;;;;;;;1;1;;1;;;;;
USW00014765;11.09.2007;Tem.38;;74;63;1;;1;;;;;;;;;1;1;;1;;;;;
USW00014765;12.09.2007;Eki.29;;76;56;1;;;;;;;1;;;;;;;;;;;;
USW00014765;13.09.2007;Nis.25;;74;52;;;;;;;;1;;;;;;;;;;;;
USW00014765;14.09.2007;Tem.61;;74;53;1;;;;;;;1;;;;1;;;;;;;;
USW00014765;15.09.2007;Tem.38;;68;53;1;;;;;;;;;;;1;;;1;;;;;
USW00014765;16.09.2007;May.82;;67;48;;;;;;;;;;;;;;;;;;;;
USW00014765;17.09.2007;Haz.93;;68;47;;;;;;;;;;;;;;;;;;;;
USW00014765;18.09.2007;Tem.38;;70;45;;;;;;;;;;;;;;;;;;;;
USW00014765;19.09.2007;Nis.70;;69;48;1;;;;;;;;;;;1;;;;;;;;
USW00014765;20.09.2007;Haz.26;;81;57;1;;;;;;;;;;;1;;;;;;;;
USW00014765;21.09.2007;May.14;;80;58;1;;;;;;;;;;;1;;;;;;;;
USW00014765;22.09.2007;Tem.61;;79;62;1;;;;;;;;;;;1;;;;;;;;
USW00014765;23.09.2007;8.May;;80;62;;;;;;;;;;;;;;;;;;;;
USW00014765;24.09.2007;Haz.71;;81;53;;;;;;;;;;;;;;;;;;;;
USW00014765;25.09.2007;Eyl.62;;86;57;;;;;;;;;;;;;;;;;;;;
USW00014765;26.09.2007;Eyl.17;;89;67;;;;;;;;1;;;;;;;;;;;;
USW00014765;27.09.2007;Tem.83;;81;65;1;;;;;;;1;;;;1;1;;1;;;;;
USW00014765;28.09.2007;A?u.50;;80;61;1;;;;;;;;;;;1;1;;1;;;;;
USW00014765;29.09.2007;Eki.29;;76;54;;;;;;;;;;;;;;;;;;;;
USW00014765;30.09.2007;Haz.26;;70;51;;;;;;;;;;;;;;;;;;;;
USW00014765;1.10.2007;Mar.36;;66;47;;;;;;;;;;;;;;;;;;;;
USW00014765;2.10.2007;Nis.92;;73;47;;;;;;;;;;;;;;;;;;;;
USW00014765;3.10.2007;May.82;;72;64;1;;;;;;;1;;;;1;1;;1;;;;;
USW00014765;4.10.2007;6.Nis;;82;64;1;1;;;;;;1;;;;1;1;;1;;;;;
USW00014765;5.10.2007;May.14;;83;61;1;1;;;;;;1;;;;1;;;;;;;;
USW00014765;6.10.2007;Tem.16;;84;63;1;;;;;;;1;;;;1;;;;;;;;
USW00014765;7.10.2007;Tem.16;;73;53;;;;;;;;;;;;;;;1;;;;;
USW00014765;8.10.2007;May.82;;75;53;1;;;;;;;;;;;1;;;1;;;;;
USW00014765;9.10.2007;Eyl.62;;65;54;1;;;;;;;;;;;1;1;;1;;;;;
USW00014765;10.10.2007;Haz.49;;60;55;1;;;;;;;;;;;1;1;;1;;;;;
USW00014765;11.10.2007;Eyl.62;;63;58;1;;1;;;;;;;;;1;1;;1;;;;;
USW00014765;12.10.2007;Eyl.84;;63;42;1;;;;;;;;;;;1;1;;1;;;;;
USW00014765;13.10.2007;Haz.93;;62;38;;;;;;;;;;;;;;;;;;;;
USW00014765;14.10.2007;A?u.72;;63;43;;;;;;;;;;;;;;;;;;;;
USW00014765;15.10.2007;Tem.61;;65;39;;;;;;;;;;;;;;;;;;;;
USW00014765;16.10.2007;Haz.26;;66;45;;;;;;;;;;;;;;;;;;;;
USW00014765;17.10.2007;Nis.47;;70;40;1;;;;;;;;;;;1;;;;;;;;
USW00014765;18.10.2007;6.Nis;;77;62;1;;;;;;;1;;;;1;;;;;;;;
USW00014765;19.10.2007;12.A?u;;71;64;1;;;;;;;;;;;1;1;;1;;;;;
USW00014765;20.10.2007;A?u.28;;73;53;1;;;;;;;;;;;;;;1;;;;;
USW00014765;21.10.2007;8.May;;75;51;;;;;;;;;;;;;;;;;;;;
USW00014765;22.10.2007;Eyl.17;;81;53;;;;;;;;;;;;;;;;;;;;
USW00014765;23.10.2007;16.Kas;;77;62;;;;;;;;;;;;;;;;;;;;
USW00014765;24.10.2007;Tem.16;;72;54;1;;;;;;;;;;;1;1;;1;;;;;
USW00014765;25.10.2007;Eyl.17;;57;42;1;;;;;;;;;;;1;1;;1;;;;;
USW00014765;26.10.2007;Tem.61;;62;41;1;;;;;;;;;;;1;;;1;;;;;
USW00014765;27.10.2007;Eyl.40;;71;54;1;;;;;;;;;;;1;;;1;;;;;
USW00014765;28.10.2007;Eki.51;;59;41;;;;;;;;;;;;;;;;;;;;
USW00014765;29.10.2007;May.37;;52;34;;;;;;;;;;;;;;;;;;;;
USW00014765;30.10.2007;May.82;;63;36;;;;;;;;;;;;;;;;;;;;
USW00014765;31.10.2007;Tem.83;;66;39;1;;;;;;;;;;;1;;;;;;;;
USW00014765;1.11.2007;Kas.63;;69;47;;;;;;;;;;;;;;;;;;;;
USW00014765;2.11.2007;Eki.29;;54;41;;;;;;;;;;;;;;;;;;;;
USW00014765;3.11.2007;20.36;;49;44;1;;;;;;;;;;;1;;;1;;;;;
USW00014765;4.11.2007;Haz.71;;58;40;;;;;;;;;;;;;;;;;;;;
USW00014765;5.11.2007;May.14;;56;36;;;;;;;;;;;;;;;;;;;;
USW00014765;6.11.2007;Eyl.62;;57;37;1;;;;;;;;;;;1;1;;1;;;;;
USW00014765;7.11.2007;Eki.29;;51;35;;;;;;;;;;;;;;;;;;;;
USW00014765;8.11.2007;Nis.47;;46;27;;;;;;;;;;;;;;;;;;;;
USW00014765;9.11.2007;Tem.38;;48;33;;;;;;;;;;;;;;;;;;;;
USW00014765;10.11.2007;Ara.97;;43;32;;;;;;;;;;;;;;;1;;;;;
USW00014765;11.11.2007;Haz.49;;46;27;;;;;;;;;;;;;;;;;;;;
USW00014765;12.11.2007;Mar.80;;48;26;1;;;;;;;;;;;1;;;1;;;;;
USW00014765;13.11.2007;Tem.61;;60;36;1;;;;;;;;;;;1;1;;1;;;;;
USW00014765;14.11.2007;Tem.83;;59;32;1;;;;;;;;;;;1;;;1;;;;;
USW00014765;15.11.2007;Kas.86;;65;43;1;;;;;;;;;;;1;1;;1;;;;;
USW00014765;16.11.2007;14.76;;49;33;1;;;;;;;;;;;1;1;;1;;;;;
USW00014765;17.11.2007;A?u.28;;44;31;;;;;;;;;;;;;;;;;;;;
USW00014765;18.11.2007;Haz.93;;46;32;;;;;;;;;;;;;;;;;;;;
USW00014765;19.11.2007;Eki.96;;44;32;;;;;;;;;;;;;;;;;;;;
USW00014765;20.11.2007;?ub.46;;44;26;1;;;1;;;;;;;;;1;;1;;1;;;
USW00014765;21.11.2007;?ub.91;;52;35;1;;;;;;;;;;;1;;;;;;;;
USW00014765;22.11.2007;Eyl.84;;67;41;1;;;;;;;;;;;1;;;1;;;;;
USW00014765;23.11.2007;12.A?u;;41;28;;;;;;;;;;;;;;;;;;;;
USW00014765;24.11.2007;May.82;;36;21;;;;;;;;;;;;;;;;;;;;
USW00014765;25.11.2007;Tem.16;;51;26;;;;;;;;;;;;;;;;;;;;
USW00014765;26.11.2007;Tem.61;;61;38;1;;;;;;;;;;;1;;;1;;;;;
USW00014765;27.11.2007;Ara.53;;63;35;1;;;;;;;;;;;1;;;1;;;;;
USW00014765;28.11.2007;Tem.83;;46;34;;;;;;;;;;;;;;;;;;;;
USW00014765;29.11.2007;Eyl.62;;52;36;;;;;;;;;;;;;;;1;;;;;
USW00014765;30.11.2007;Eyl.84;;42;32;;;;;;;;;;;;;;;;;;;;
USW00014765;1.12.2007;15.21;;40;20;;;;;;;;;;;;;;;;;;;;
USW00014765;2.12.2007;May.14;;28;20;1;;;;;;;1;;;;1;;;;;1;;;
USW00014765;3.12.2007;Eki.74;;39;27;1;;;1;;1;;;;;;;1;;1;;1;;;
USW00014765;4.12.2007;15.66;;32;23;1;;;;;;;;;;;;;;;;1;;;
USW00014765;5.12.2007;8.May;;33;22;;;;;;;;;;;;;;;;;;;;
USW00014765;6.12.2007;8.May;;33;20;;;;;;;;;;;;;;;;;;;;
USW00014765;7.12.2007;?ub.91;;38;19;1;;;;;;;;;;;1;;;1;;1;;;
USW00014765;8.12.2007;Tem.83;;44;29;;;;;;;;1;;;;;;;;;;;;
USW00014765;9.12.2007;Mar.58;;36;28;1;;;;;1;;;;;;1;;;1;1;;;;
USW00014765;10.12.2007;Haz.49;;34;27;1;;;;;1;;;;;;1;1;;1;1;;;;
USW00014765;11.12.2007;Nis.25;;45;22;1;;;;;;;;;;;1;;;1;;;;;
USW00014765;12.12.2007;Kas.63;;52;31;1;;;;;;;;;;;1;;;1;;;;;
USW00014765;13.12.2007;8.May;;32;23;1;1;;;;;;1;;;;;;;;;1;;;1
USW00014765;14.12.2007;Haz.26;;42;26;1;;;1;;1;;;;;;;1;1;1;;1;;;
USW00014765;15.12.2007;Eyl.84;;33;22;;;;;;;;;;;;;;;;;;;;
USW00014765;16.12.2007;14.99;;39;22;1;1;;1;;1;;;;;;;1;;1;;1;;;
USW00014765;17.12.2007;16.Kas;;36;20;;;;;;;;;;;;;;;;;1;;;
USW00014765;18.12.2007;4.Mar;;35;11;;;;;;;;;;;;;;;;;;;;
USW00014765;19.12.2007;Mar.58;;38;19;1;;;;;;;;;;;1;;;1;;;;;
USW00014765;20.12.2007;10.Tem;;36;31;1;;;;;1;;1;;;;;1;;1;;1;;;
USW00014765;21.12.2007;12.A?u;;31;27;1;;;;;1;;;;;;1;1;;1;;1;;;
USW00014765;22.12.2007;Haz.71;;38;28;1;;;;;;;;;;;1;;;;;1;;;
USW00014765;23.12.2007;Eki.29;;57;33;1;;;;;;;1;;;;1;;;1;;;;;
USW00014765;24.12.2007;Ara.30;;57;35;;;;;;;;;;;;;;;1;;;;;
USW00014765;25.12.2007;Tem.61;;43;27;;;;;;;;;;;;;;;;;;;;
USW00014765;26.12.2007;May.82;;40;23;;;;1;;;;;;;;;;;1;;;;;
USW00014765;27.12.2007;Eki.29;;41;35;1;;;1;;;;;;;;;1;;1;;1;;;
USW00014765;28.12.2007;May.14;;48;33;1;;;;;;;;;;;1;;;;;;;;
USW00014765;29.12.2007;8.May;;53;33;1;;;;;;;;;;;1;;;1;;;;;
USW00014765;30.12.2007;May.14;;43;27;1;;;1;;;;;;;;1;;;1;;;;;
USW00014765;31.12.2007;Eki.74;;44;26;1;;;1;;;;;;;;1;1;;1;;;;;
USW00014765;1.01.2008;Haz.26;;44;23;1;;;1;;;;;;;;1;;;1;;1;;;
USW00014765;2.01.2008;Ara.30;;34;13;;;;;;;;;;;;;;;;;1;;;
USW00014765;3.01.2008;Ara.97;;17;8;;;;;;;;;;;;;;;;;;;;
USW00014765;4.01.2008;A?u.50;;36;7;;;;;;;;;;;;;;;;;;;;
USW00014765;5.01.2008;6.Nis;;42;21;;;;1;;;;;;;;;1;;1;;;;;
USW00014765;6.01.2008;May.82;;49;36;;;;;;;;;;;;;;;;;;;;
USW00014765;7.01.2008;May.14;;59;34;1;;;;;;;1;;;;1;;;;;;;;
USW00014765;8.01.2008;Tem.38;;66;39;1;;;;;;;1;;;;1;;;;;;;;
USW00014765;9.01.2008;14.32;;59;39;1;;;;;;;;;;;1;1;;1;;;;;
USW00014765;10.01.2008;Tem.61;;49;34;;;;;;;;;;;;;1;;1;;;;;
USW00014765;11.01.2008;A?u.50;;58;37;1;1;1;;;;;1;;;;;1;;1;;;;;
USW00014765;12.01.2008;6.Nis;;52;33;1;;;;;;;;;;;;;;;;;;;
USW00014765;13.01.2008;8.May;;48;29;;;;;;;;;;;;;;;;;;;;
USW00014765;14.01.2008;Eki.96;;39;30;1;1;;1;;;;;;;;;1;;1;;1;;;
USW00014765;15.01.2008;May.82;;39;26;1;;;;;;;;;;;;;;;;1;;;
USW00014765;16.01.2008;Eki.96;;35;24;;;;;;;;;;;;;;;;;;;;
USW00014765;17.01.2008;Mar.36;;37;19;;;;;;;;;;;;;;;1;;;;;
USW00014765;18.01.2008;8.May;;49;33;1;;;;;;;;;;;1;1;;1;;;;;
USW00014765;19.01.2008;Haz.71;;37;28;;;;;;;;;;;;;;;;;;;;
USW00014765;20.01.2008;Kas.41;;34;17;;;;;;;;;;;;;;;;;1;;;
USW00014765;21.01.2008;A?u.50;;26;14;;;;;;;;;;;;;;;;;;;;
USW00014765;22.01.2008;Eyl.17;;40;16;1;;;;;;;;;;;1;;;1;;1;;;
USW00014765;23.01.2008;A?u.50;;39;26;;;;;;;;;;;;;;;;;;;;
USW00014765;24.01.2008;Nis.92;;33;18;1;;;;;;;;;;;1;;;;;1;;;
USW00014765;25.01.2008;10.Tem;;32;16;;;;;;;;;;;;;;;;;;;;
USW00014765;26.01.2008;May.14;;33;22;;;;;;;;;;;;;;;;;;;;
USW00014765;27.01.2008;15.43;;33;24;1;;;;;;;;;;;1;;;;;1;;;
USW00014765;28.01.2008;14.76;;44;23;;;;;;;;;;;;;;;;;;;;
USW00014765;29.01.2008;Nis.92;;45;24;1;;;;;;;;;;;1;;;1;;;;;
USW00014765;30.01.2008;Ara.53;;49;30;1;;;;;;;;;;;1;;;1;;;;;
USW00014765;31.01.2008;May.37;;38;24;;;;;;;;;;;;;;;;;;;;
USW00014765;1.02.2008;Eyl.84;;53;24;1;;1;1;;;;;;;;;1;;1;;;;;
USW00014765;2.02.2008;Kas.63;;49;33;;;;;;;;;;;;;;;;;;;;
USW00014765;3.02.2008;May.59;;48;30;;;;;;;;;;;;;;;;;;;;
USW00014765;4.02.2008;2.Oca;;39;28;1;;;;;;;;;;;1;1;;1;;1;;;
USW00014765;5.02.2008;6.Nis;;52;37;1;1;;1;;;;;;;;;1;;1;;;;;
USW00014765;6.02.2008;May.37;;48;38;1;1;;;;;;;;;;;1;;1;;;;;
USW00014765;7.02.2008;Eki.29;;38;31;1;;;1;;;;;;;;;1;;1;;1;;;
USW00014765;8.02.2008;6.Nis;;34;29;1;;;;;1;;;;;;1;1;;1;;1;;;
USW00014765;9.02.2008;Nis.92;;38;22;1;;;1;;;;;;;;1;1;;1;;1;;;
USW00014765;10.02.2008;14.Eyl;;47;16;1;1;;;;;;1;;;;;;;1;;1;;;
USW00014765;11.02.2008;18.57;;27;11;;;;;;;;;;;;;;;;;;;;
USW00014765;12.02.2008;May.14;;30;12;1;;;1;;;;;;;;1;;;;;1;;;
USW00014765;13.02.2008;Kas.63;;54;26;1;;;1;;1;;;;;;;1;;1;;1;;;
USW00014765;14.02.2008;12.A?u;;41;28;;;;1;;;;;;;;;1;;1;;;;;
USW00014765;15.02.2008;Ara.30;;49;26;;;;;;;;;;;;;;;;;;;;
USW00014765;16.02.2008;8.May;;33;21;;;;;;;;;;;;;;;;;;;;
USW00014765;17.02.2008;Eyl.62;;47;18;1;;;;;;;;;;;1;;;1;;;;;
USW00014765;18.02.2008;20.80;;62;41;1;;;;;;;;;;;1;1;;1;;;;;
USW00014765;19.02.2008;13.42;;45;28;;;;;;;;;;;;;;;;;1;;;
USW00014765;20.02.2008;10.Tem;;33;22;;;;;;;;;;;;;;;;;;;;
USW00014765;21.02.2008;A?u.50;;33;19;;;;;;;;;;;;;;;;;;;;
USW00014765;22.02.2008;8.May;;33;23;1;1;;1;;1;;;;;;;;;1;1;1;;;
USW00014765;23.02.2008;May.82;;34;26;;;;;;;;;;;;;;;;;1;;;
USW00014765;24.02.2008;Haz.71;;39;22;;;;;;;;;;;;;;;;;;;;
USW00014765;25.02.2008;May.59;;47;21;;;;;;;;;;;;;;;;;;;;
USW00014765;26.02.2008;May.14;;45;27;1;;;;;;;;;;;1;1;;1;;;;;
USW00014765;27.02.2008;10.Tem;;42;24;1;;;;;;;;;;;1;1;;1;;;;;
USW00014765;28.02.2008;12.A?u;;30;16;;;;;;;;;;;;;;;;;1;;;
USW00014765;29.02.2008;Haz.93;;28;12;1;;;;;;;;;;;1;;;;;1;;;
USW00014765;1.03.2008;Eki.51;;42;27;1;;;1;1;;;;;;;1;;;1;;1;;;
USW00014765;2.03.2008;Ara.30;;43;27;;;;;;;;;;;;;;;;;;;;
USW00014765;3.03.2008;Eki.29;;50;23;;;;;;;;;;;;;;;;;;;;
USW00014765;4.03.2008;13.65;;61;43;1;;;;1;;;;;;;1;1;;1;;;;;
USW00014765;5.03.2008;16.Kas;;61;38;1;;1;;1;;;;;;;;1;;1;;;;;
USW00014765;6.03.2008;Haz.71;;47;29;;;;;;;;;;;;;;;;;;;;
USW00014765;7.03.2008;Haz.71;;52;28;1;;;;1;;1;1;;;;1;;;1;;;;;
USW00014765;8.03.2008;13.87;;62;40;1;1;;;1;;;1;;;;1;;;1;;;;;
USW00014765;9.03.2008;18.57;;47;29;;;;;;;;;;;;;;;;;;;;
USW00014765;10.03.2008;Eyl.62;;41;24;;;;;;;;;;;;;;;;;;;;
USW00014765;11.03.2008;Tem.16;;45;27;;;;;;;;;;;;;;;;;;;;
USW00014765;12.03.2008;Eyl.62;;47;32;1;;;;1;;;;;;1;1;1;;1;;;;;
USW00014765;13.03.2008;A?u.50;;41;30;;;;;;;;;;;;;;;1;;1;;;
USW00014765;14.03.2008;Nis.47;;53;32;;;;;;;;;;;;;;;;;;;;
USW00014765;15.03.2008;13.42;;42;36;1;;1;1;1;;;;;;;;1;;1;;1;;;
USW00014765;16.03.2008;Eyl.62;;46;36;;;;;1;;;;;;;;;;1;;;;;
USW00014765;17.03.2008;14.54;;47;30;;;;;;;;;;;;;;;;;;;;
USW00014765;18.03.2008;Haz.49;;44;27;;;;;;;;;;;;;;;;;;;;
USW00014765;19.03.2008;A?u.50;;49;35;1;;1;1;1;;;;;;;;1;;1;;1;;;
USW00014765;20.03.2008;15.88;;56;35;1;;;;1;;;;;;;1;1;;1;;;;;
USW00014765;21.03.2008;20.80;;42;31;;;;;;;;;;;;;;;;;;;;
USW00014765;22.03.2008;Eki.74;;49;29;;;;;;;;;;;;;;;;;;;;
USW00014765;23.03.2008;Tem.38;;47;28;;;;;;;;;;;;;;;;;;;;
USW00014765;24.03.2008;Nis.70;;50;24;;;;;;;;;;;;;;;;;;;;
USW00014765;25.03.2008;Ara.30;;42;30;;;;;1;;;;;;;;;;;;;;;
USW00014765;26.03.2008;Ara.97;;60;35;;;;;1;;;;;;;;;;1;;;;;
USW00014765;27.03.2008;May.59;;51;30;;;;;1;;;;;;;;1;;1;;;;;
USW00014765;28.03.2008;Eyl.40;;43;34;1;;;;1;;;1;;;;1;1;;1;;;;;
USW00014765;29.03.2008;Ara.97;;43;29;;;;;;;;;;;;;;;;;;;;
USW00014765;30.03.2008;Haz.71;;46;24;;;;;;;;;;;;;;;;;;;;
USW00014765;31.03.2008;Eki.51;;54;25;1;;;;1;;;;;;;1;1;;1;;;;;
USW00014765;1.04.2008;19.Oca;;60;53;1;;;;1;;;1;;;;1;1;;1;;;;;
USW00014765;2.04.2008;16.33;;57;34;;;;;;;;;;;;;;;;;;;;
USW00014765;3.04.2008;Eyl.84;;52;30;;;;;;;;;;;;;;;;;;;;
USW00014765;4.04.2008;Haz.26;;49;37;1;;;;1;;;;;;;1;1;;1;;;;;
USW00014765;5.04.2008;6.Nis;;55;44;1;;;;1;;;;;;;1;1;;1;;;;;
USW00014765;6.04.2008;14.54;;44;39;1;;;;1;;;;;;;;1;;1;;;;;
USW00014765;7.04.2008;15.21;;49;37;;;;;;;;;;;;;;;1;;;;;
USW00014765;8.04.2008;Eyl.40;;58;34;;;;;;;;;;;;;;;;;;;;
USW00014765;9.04.2008;Haz.49;;51;33;1;1;;;;;;;1;;;1;1;;;;;;;
USW00014765;10.04.2008;A?u.95;;74;46;1;;;;1;;;;;;;1;1;;1;;;;;
USW00014765;11.04.2008;6.Nis;;53;43;1;;;;1;;;;;;;1;1;;1;;;;;
USW00014765;12.04.2008;A?u.95;;72;47;1;1;1;;1;;;;1;;;;;;1;;;;;
USW00014765;13.04.2008;10.Tem;;55;39;;;;;1;;;;;;;;;;1;;;;;
USW00014765;14.04.2008;8.May;;55;35;;;;;;;;;;;;;;;;;;;;
USW00014765;15.04.2008;8.May;;60;37;;;;;;;;;;;;;;;;;;;;
USW00014765;16.04.2008;6.Nis;;64;32;;;;;;;;;;;;;;;;;;;;
USW00014765;17.04.2008;Tem.83;;71;34;;;;;;;;;;;;;;;;;;;;
USW00014765;18.04.2008;May.82;;78;43;;;;;;;;;;;;;;;;;;;;
USW00014765;19.04.2008;Nis.92;;75;46;;;;;;;;;;;;;;;;;;;;
USW00014765;20.04.2008;Tem.61;;66;43;;;;;;;;;;;;;;;;;;;;
USW00014765;21.04.2008;Haz.93;;68;45;;;;;;;;;;;;;;;;;;;;
USW00014765;22.04.2008;6.Nis;;69;43;;;;;;;;;;;;;;;;;;;;
USW00014765;23.04.2008;A?u.72;;82;44;1;;;;;;;;;;;;;;;;;;;
USW00014765;24.04.2008;Eki.74;;76;56;1;;;;1;;;;;;;1;1;;1;;;;;
USW00014765;25.04.2008;Tem.83;;69;45;;;;;;;;;;;;;;;;;;;;
USW00014765;26.04.2008;8.May;;63;43;;;;;;;;;;;;;1;;1;;;;;
USW00014765;27.04.2008;Mar.58;;52;44;;;;;1;;;;;;;;;;1;;;;;
USW00014765;28.04.2008;10.Tem;;58;45;1;;;;1;;;;;;;1;;;1;;;;;
USW00014765;29.04.2008;Eyl.17;;59;43;1;;;;1;;;;;;;1;1;;1;;;;;
USW00014765;30.04.2008;Eyl.17;;56;38;;;;;;;;;;;;;;;;;;;;
USW00014765;1.05.2008;Tem.38;;60;34;;;;;;;;;;;;;;;;;;;;
USW00014765;2.05.2008;Haz.71;;51;47;1;;;;1;;;;;;;1;1;;1;;;;;
USW00014765;3.05.2008;Tem.83;;48;45;1;;;;1;;;;;;;1;1;;1;;;;;
USW00014765;4.05.2008;Tem.61;;59;45;1;;;;1;;;;1;;;1;1;;1;;;;;
USW00014765;5.05.2008;Haz.49;;67;40;1;1;;;;;;;1;;;1;;;;;;;;
USW00014765;6.05.2008;May.37;;74;43;;;;;;;;;;;;;;;;;;;;
USW00014765;7.05.2008;Eyl.84;;74;56;;;;;;;;;;;;;;;;;;;;
USW00014765;8.05.2008;Eyl.40;;75;55;1;;;;1;;;;;;;1;;;1;;;;;
USW00014765;9.05.2008;Eki.51;;59;47;1;;;;1;;;;;;;1;;;1;;;;;
USW00014765;10.05.2008;Ara.75;;67;45;;;;;;;;;;;;;;;1;;;;;
USW00014765;11.05.2008;A?u.28;;65;41;;;;;;;;;;;;;;;;;;;;
USW00014765;12.05.2008;17.67;;50;45;;;;;;;;;;;;;;;;;;;;
USW00014765;13.05.2008;15.88;;68;47;;;;;;;;;;;;;;;;;;;;
USW00014765;14.05.2008;Haz.26;;73;42;;;;;;;;;;;;;;;;;;;;
USW00014765;15.05.2008;Mar.80;;65;48;;;;;;;;;;;;;;;1;;;;;
USW00014765;16.05.2008;Tem.83;;60;48;1;;;;1;;1;1;;;;1;;;1;;;;;
USW00014765;17.05.2008;Kas.41;;75;49;1;;;;1;;;;;;;1;;;1;;;;;
USW00014765;18.05.2008;Eki.29;;71;54;;;;;1;;;;;;;;;;1;;;;;
USW00014765;19.05.2008;Ara.30;;61;49;1;;;;;;;;;;;1;;;1;;;;;
USW00014765;20.05.2008;A?u.72;;63;45;1;;;;1;;;;;;;1;;;1;;;;;
USW00014765;21.05.2008;Eyl.40;;69;48;1;;;;;;;;;;;1;1;;1;;;;;
USW00014765;22.05.2008;Tem.83;;60;48;;;;;;;;;;;;;1;;1;;;;;
USW00014765;23.05.2008;Kas.86;;73;45;;;;;;;;;;;;;;;;;;;;
USW00014765;24.05.2008;Eyl.84;;71;53;;;;;;;;;;;;;;;1;;;;;
USW00014765;25.05.2008;8.May;;76;50;;;;;;;;;;;;;;;;;;;;
USW00014765;26.05.2008;14.54;;77;52;;;;;1;;;;;;;;1;;1;;;;;
USW00014765;27.05.2008;Kas.41;;78;59;1;;;;1;;;;;;;1;1;;1;;;;;
USW00014765;28.05.2008;Eki.96;;69;50;;;;;;;;;;;;;;;;;;;;
USW00014765;29.05.2008;10.Tem;;77;46;;;;;;;;;;;;;;;;;;;;
USW00014765;30.05.2008;Eyl.84;;77;57;;;;;;;;;;;;;;;;;;;;
USW00014765;31.05.2008;12.A?u;;68;61;1;;1;;;;1;1;;;;;1;;1;;;;;
USW00014765;1.06.2008;Eyl.40;;84;58;1;;;;;;;;;;;1;;;;;;;;
USW00014765;2.06.2008;A?u.50;;80;58;;;;;;;;;;;;;;;;;;;;
USW00014765;3.06.2008;10.Tem;;85;56;;;;;;;;;;;;;;;;;;;;
USW00014765;4.06.2008;8.May;;67;58;1;;;;1;;;;;;;1;1;;1;;;;;
USW00014765;5.06.2008;Kas.86;;62;57;1;;;;;;;1;;;;1;1;;;;;;;
USW00014765;6.06.2008;6.Nis;;60;54;1;;;;1;;;1;;;;1;;;1;;;;;
USW00014765;7.06.2008;May.82;;85;56;1;;;;;;1;1;;;;1;;;;;;;;
USW00014765;8.06.2008;A?u.95;;94;74;;;;;;;;1;;;;;;;;;;;;
USW00014765;9.06.2008;A?u.72;;97;74;;;;;;;;;;;;;;;;;;;;
USW00014765;10.06.2008;Haz.93;;96;70;1;;;;;;1;1;;;;1;;;;;;;;
USW00014765;11.06.2008;Eyl.62;;87;69;;;;;;;;;;;;;;;;;;;;
USW00014765;12.06.2008;A?u.72;;83;57;;;;;;;;;;;;;;;;;;;;
USW00014765;13.06.2008;Tem.38;;80;56;;;;;;;;;;;;;;;;;;;;
USW00014765;14.06.2008;6.Nis;;84;60;1;;;;1;;1;1;;;;1;1;;1;;;;;
USW00014765;15.06.2008;Haz.49;;68;58;1;;;;1;;;;;;;1;1;;1;;;;;
USW00014765;16.06.2008;Tem.61;;69;59;1;;1;;1;;;;;;;;1;;1;;;;;
USW00014765;17.06.2008;8.May;;79;59;1;;1;;1;;;;;;;1;1;;1;;;;;
USW00014765;18.06.2008;8.May;;74;53;1;;1;;1;;;;;;;;1;;1;;;;;
USW00014765;19.06.2008;Haz.71;;73;57;1;;;;;;;;;;;1;;;;;;;;
USW00014765;20.06.2008;A?u.28;;79;58;;;;;;;;;;;;;;;;;;;;
